Country_Name,Country_Code,how do i know if i have covid,isPartial
Canada,CA,43.0,False
Canada,CA,36.0,False
Canada,CA,57.0,False
Canada,CA,58.0,False
Canada,CA,58.0,False
Canada,CA,37.0,False
Canada,CA,85.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,36.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,36.0,False
Canada,CA,36.0,False
Canada,CA,36.0,False
Canada,CA,36.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,38.0,False
Canada,CA,36.0,False
Canada,CA,36.0,False
Canada,CA,37.0,False
Canada,CA,36.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,36.0,False
Canada,CA,0.0,False
Canada,CA,37.0,False
Canada,CA,36.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,38.0,False
Canada,CA,0.0,False
Canada,CA,36.0,False
Canada,CA,38.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,37.0,False
Canada,CA,37.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,37.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,45.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,37.0,False
Canada,CA,39.0,False
Canada,CA,44.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,45.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,47.0,False
Canada,CA,46.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,49.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,51.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,43.0,False
Canada,CA,0.0,False
Canada,CA,52.0,False
Canada,CA,50.0,False
Canada,CA,43.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,43.0,False
Canada,CA,92.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,43.0,False
Canada,CA,0.0,False
Canada,CA,49.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,44.0,False
Canada,CA,50.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,0.0,False
Canada,CA,49.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,49.0,False
Canada,CA,100.0,False
Canada,CA,45.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,0.0,False
Canada,CA,43.0,False
Canada,CA,48.0,False
Canada,CA,0.0,False
Canada,CA,40.0,False
Canada,CA,0.0,False
Canada,CA,41.0,False
Canada,CA,41.0,False
Canada,CA,42.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,40.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,50.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,49.0,False
Canada,CA,48.0,False
Canada,CA,0.0,False
Canada,CA,0.0,False
Canada,CA,42.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,50.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,50.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,48.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,48.0,False
India,IN,0.0,False
India,IN,68.0,False
India,IN,0.0,False
India,IN,46.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,48.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,51.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,91.0,False
India,IN,0.0,False
India,IN,44.0,False
India,IN,44.0,False
India,IN,0.0,False
India,IN,44.0,False
India,IN,0.0,False
India,IN,46.0,False
India,IN,100.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,47.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,43.0,False
India,IN,43.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,86.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,48.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,43.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,0.0,False
India,IN,41.0,False
India,IN,0.0,False
India,IN,0.0,False
Ireland,IE,0.0,False
Ireland,IE,73.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,84.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,74.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,77.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,82.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,84.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,100.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,95.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,92.0,False
Ireland,IE,82.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,100.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,84.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Ireland,IE,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,96.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,100.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,92.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
