Country_Name,Country_Code,how do i know if i have covid,isPartial
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,93.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,83.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,85.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,83.0,False
Philippines,PH,0.0,False
Philippines,PH,80.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,87.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,88.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,86.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
Philippines,PH,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,77.0,False
United Kingdom,GB,84.0,False
United Kingdom,GB,86.0,False
United Kingdom,GB,43.0,False
United Kingdom,GB,62.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,42.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,48.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,43.0,False
United Kingdom,GB,87.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,44.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,45.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,45.0,False
United Kingdom,GB,69.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,42.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,42.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,89.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,49.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,38.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,39.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,41.0,False
United Kingdom,GB,40.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,43.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,42.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,44.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,44.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,50.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,44.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,50.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,53.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,50.0,False
United Kingdom,GB,49.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,100.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,70.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,49.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,51.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,92.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,48.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,100.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,68.0,False
United Kingdom,GB,90.0,False
United Kingdom,GB,68.0,False
United Kingdom,GB,49.0,False
United Kingdom,GB,51.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,47.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,0.0,False
United Kingdom,GB,46.0,False
United Kingdom,GB,0.0,False
how do i know if i have covid,isPartial,Country_Name,Country_Code
23,False,US,US
52,False,US,US
41,False,US,US
28,False,US,US
42,False,US,US
33,False,US,US
15,False,US,US
30,False,US,US
26,False,US,US
33,False,US,US
26,False,US,US
20,False,US,US
40,False,US,US
68,False,US,US
15,False,US,US
13,False,US,US
20,False,US,US
26,False,US,US
26,False,US,US
20,False,US,US
31,False,US,US
76,False,US,US
13,False,US,US
0,False,US,US
13,False,US,US
25,False,US,US
38,False,US,US
15,False,US,US
15,False,US,US
0,False,US,US
39,False,US,US
26,False,US,US
13,False,US,US
38,False,US,US
30,False,US,US
30,False,US,US
26,False,US,US
13,False,US,US
19,False,US,US
0,False,US,US
13,False,US,US
15,False,US,US
15,False,US,US
26,False,US,US
24,False,US,US
26,False,US,US
26,False,US,US
13,False,US,US
30,False,US,US
0,False,US,US
20,False,US,US
27,False,US,US
13,False,US,US
13,False,US,US
13,False,US,US
31,False,US,US
15,False,US,US
13,False,US,US
13,False,US,US
13,False,US,US
13,False,US,US
14,False,US,US
15,False,US,US
16,False,US,US
15,False,US,US
27,False,US,US
13,False,US,US
26,False,US,US
14,False,US,US
0,False,US,US
16,False,US,US
13,False,US,US
41,False,US,US
0,False,US,US
13,False,US,US
13,False,US,US
15,False,US,US
0,False,US,US
13,False,US,US
13,False,US,US
20,False,US,US
13,False,US,US
28,False,US,US
32,False,US,US
16,False,US,US
42,False,US,US
27,False,US,US
28,False,US,US
21,False,US,US
22,False,US,US
24,False,US,US
66,False,US,US
43,False,US,US
21,False,US,US
21,False,US,US
14,False,US,US
36,False,US,US
24,False,US,US
47,False,US,US
28,False,US,US
36,False,US,US
29,False,US,US
36,False,US,US
23,False,US,US
70,False,US,US
17,False,US,US
28,False,US,US
50,False,US,US
0,False,US,US
43,False,US,US
22,False,US,US
16,False,US,US
33,False,US,US
14,False,US,US
29,False,US,US
71,False,US,US
95,False,US,US
60,False,US,US
25,False,US,US
25,False,US,US
22,False,US,US
15,False,US,US
36,False,US,US
36,False,US,US
37,False,US,US
17,False,US,US
0,False,US,US
44,False,US,US
29,False,US,US
15,False,US,US
44,False,US,US
38,False,US,US
33,False,US,US
100,False,US,US
29,False,US,US
29,False,US,US
44,False,US,US
59,False,US,US
45,False,US,US
50,False,US,US
17,False,US,US
22,False,US,US
0,False,US,US
22,False,US,US
14,False,US,US
22,False,US,US
66,False,US,US
50,False,US,US
36,False,US,US
28,False,US,US
14,False,US,US
21,False,US,US
14,False,US,US
17,False,US,US
17,False,US,US
55,False,US,US
20,False,US,US
14,False,US,US
13,False,US,US
14,False,US,US
16,False,US,US
17,False,US,US
13,False,US,US
0,False,US,US
27,False,US,US
0,False,US,US
21,False,US,US
17,False,US,US
42,False,US,US
31,False,US,US
13,False,US,US
13,False,US,US
33,False,US,US
0,False,US,US
24,False,US,US
16,False,US,US
13,False,US,US
0,False,US,US
27,False,US,US
26,False,US,US
27,False,US,US
16,False,US,US
16,False,US,US
13,False,US,US
0,False,US,US
40,False,US,US
13,False,US,US
30,False,US,US
35,False,US,US
51,False,US,US
0,False,US,US
36,False,US,US
22,False,US,US
29,False,US,US
22,False,US,US
52,False,US,US
51,False,US,US
22,False,US,US
29,False,US,US
44,False,US,US
